smiles,charge
CC(C)[C@H](NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)[C@H](O)c1nnc(C(C)(C)C)o1,"[-0.2798846328, -0.1111861687, -0.2865247473, 0.0009386479, -0.485609999, 0.320939696, -0.0315668588, -0.0595157083, -0.3080292096, 0.2304075499, -0.0206584678, -0.1527114624, -0.0952554348, -0.1248583175, -0.2409025184, -0.1568992734, -0.3357324355, -0.0580338212, 0.0043899294, -0.7261977575, 0.0579068565, -0.0181227716, 0.0198578659, -0.5481923767, 0.2512343156, -0.3075771848, -0.1908387282, 0.0658919032, -0.0118007197, -0.289633847, -0.2824648847, -0.2914199791, -0.4445982036, 0.1156909402, 0.1220170783, 0.1184249407, 0.1146888469, 0.1022651282, 0.1034556538, 0.1231268316, 0.1397584018, 0.4443121186, 0.1554703953, 0.1513691961, 0.1213651008, 0.1316149709, 0.1309540098, 0.1390736845, 0.1532690115, 0.1428228732, 0.3982202212, 0.3813053486, 0.1758512292, 0.3824786414, 0.1147498547, 0.1020456777, 0.1080425706, 0.1149218852, 0.1058162413, 0.1083500932, 0.1746722559, 0.1178588398, 0.1126567033]"
C[C@H]1O[C@H](Oc2ccccc2[N+](=O)[O-])[C@@H](O)[C@H](O)[C@@H]1O,"[-0.2632862464, -0.0653090018, -0.4602371158, 0.0921412604, -0.2356243829, 0.1295141574, -0.0778816098, -0.0847926913, -0.0892563773, -0.0618709394, -0.0492532783, 0.077036682, -0.1749332308, -0.3005084874, 0.0161035499, -0.5122776916, -0.0004254299, -0.5109808035, 0.0268043717, -0.4905024973, 0.1606846109, 0.1431579599, 0.1628415143, 0.1795366394, 0.1201811624, 0.1438319439, 0.132993796, 0.1638253176, 0.1723254551, 0.1505431722, 0.4070046591, 0.1385147102, 0.4018020857, 0.146324552, 0.4119721832]"
Cc1ccccc1[C@@H](OCCN(C)C)c1ccccc1,"[-0.3654542313, -0.0581626033, -0.1205211867, -0.1262939402, -0.1217533467, -0.1479354367, -0.0880312176, 0.0144471389, -0.2919857188, -0.1365098887, -0.0791033421, -0.4759572994, -0.1912140876, -0.1710909946, -0.0183947462, -0.1236237103, -0.1117997777, -0.1256233082, -0.155402155, -0.1239505232, 0.0977196424, 0.117800648, 0.1846603671, 0.1221594309, 0.1204377143, 0.1394104627, 0.1497277391, 0.1171583526, 0.197402182, 0.1535501587, 0.130282039, 0.1150115804, 0.1297563193, 0.1227065998, 0.0985449224, 0.1213458647, 0.102378321, 0.1219596903, 0.1279370742, 0.1236918948, 0.1387986376, 0.1481720676, 0.1377486665]"
O=C(Nc1ccc(O)cc1)c1ccccc1O,"[-0.3075698959, 0.3033861097, -0.5029474312, 0.1000213796, -0.1375215419, -0.1054446441, 0.0923060417, -0.5188208657, -0.1716513238, -0.1194546567, -0.0964237356, -0.1029010717, -0.1521164556, -0.1051395294, -0.0971388758, -0.0240036304, -0.4493557885, 0.3921587817, 0.1261375016, 0.1368882944, 0.4193198126, 0.1519289645, 0.1605429299, 0.1267028256, 0.1226799919, 0.1465326613, 0.1639222639, 0.447961888]"
CCOC(=O)C1=C[C@H](OC(CC)CC)[C@@H](NC(C)=O)[C@H](N)C1,"[-0.2905815574, -0.0652914959, -0.2556936838, 0.3123017884, -0.3799408424, -0.00116567, -0.1989852179, 0.0246807385, -0.3146717596, 0.0207118138, -0.2118299087, -0.3782702962, -0.1990936276, -0.2986858207, 0.0311305344, -0.8175142945, 0.3105481932, -0.3368929515, -0.3912546588, -0.0204648475, -0.7917347761, -0.3102368144, 0.1140381476, 0.1123732392, 0.1118242767, 0.1249215542, 0.1240731025, 0.17198337, 0.1260474385, 0.1107455484, 0.1069969951, 0.1091893476, 0.1186898101, 0.1351362478, 0.4104948762, 0.1119651313, 0.1141168382, 0.1003464681, 0.1042370498, 0.1032344652, 0.1400068851, 0.4259188083, 0.2154551101, 0.1164514176, 0.1853814074, 0.2042522875, 0.3453361637, 0.3542095162, 0.0796925845, 0.0858170677]"
O=C(O)c1nc(=O)[nH]c(=O)[nH]1,"[-0.3422673326, 0.3334127556, -0.4613464675, 0.3045532856, -0.4840923844, 0.4357303619, -0.266353974, -0.4486573666, 0.3370724674, -0.216342395, -0.4871188925, 0.4407977067, 0.4336243277, 0.4209879075]"
C[C@@H]1O[C@@H](C[N+](C)(C)C)CS1,"[-0.2829086242, 0.0121720213, -0.5561498497, -0.0416959209, -0.0649221498, -0.3147690063, -0.1376216903, -0.1690246257, -0.1377399503, -0.1735649077, 0.2133121286, 0.1396945125, 0.1454219413, 0.144727848, 0.1887116188, 0.1054392808, 0.1383866651, 0.1554953479, 0.1603656008, 0.1489485606, 0.1560363735, 0.1650433653, 0.1333351665, 0.1490428588, 0.1493186953, 0.1563332559, 0.1555330023, 0.1423944566, 0.1186840251]"
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)[O-],"[-0.2776410141, 0.1417795865, -0.05443277, -0.2169319863, 0.0398975551, -0.0269753887, -0.1223412132, -0.116848451, -0.134540548, -0.2019429277, -0.1289104882, -0.260345251, 0.2712960066, -0.3921293113, -0.4282072857, 0.1191674258, 0.2304886364, -0.2896577812, -0.370561874, 0.0247537887, -0.0810044225, 0.0404753326, -0.2912557301, -0.299839181, 0.0083039692, 0.2131393282, -0.4362301488, -0.4758749462, 0.0992586292, 0.1273660243, 0.1254960743, 0.1211442865, 0.1186613737, 0.1279564342, 0.1315609331, 0.1460018091, 0.3920464089, 0.1752915988, 0.132805883, 0.1071944194, 0.0952057329, 0.1274169695, 0.1103576691, 0.1216608691, 0.0991349237, 0.1578090511]"
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O,"[-0.2733165908, 0.1590619212, -0.0439107776, -0.2097588308, 0.0754786078, -0.0194127618, -0.1021797046, -0.113198002, -0.1023387745, -0.0939705579, -0.0912432667, -0.2310854484, 0.2745812732, -0.3741201798, -0.4188122912, 0.1616190591, 0.2589054718, -0.2478283721, -0.3497785807, 0.0254179702, -0.064432371, 0.0337736047, -0.301666326, -0.3052240878, -0.1086244262, 0.26367898, -0.3743030325, -0.498236607, 0.1112578794, 0.1344451145, 0.1329132714, 0.1333490685, 0.1257106105, 0.1534995768, 0.1656078906, 0.1582058226, 0.399703665, 0.1918419217, 0.1410499374, 0.1041605166, 0.0968425982, 0.1268636051, 0.1073764159, 0.1224901949, 0.1009859896, 0.1303889777, 0.4342310453]"
N[C@H]1CCCC[C@@H]1N,"[-0.7871419046, -0.0960695004, -0.3074070151, -0.1962069178, -0.2071879671, -0.2037310687, 0.024808166, -0.7687515315, 0.3730637337, 0.3490475282, 0.2209290828, 0.0599482171, 0.0789635622, 0.1072444672, 0.1068611428, 0.1099688502, 0.0957495332, 0.1039815312, 0.1102757616, 0.1336641888, 0.3461427991, 0.345847341]"
O=C(C=CC#Cc1cccc(NS(=O)(=O)c2ccccc2)c1)NO,"[-0.4190511211, 0.2754400815, -0.1184895624, -0.0492997583, -0.0641789294, -0.0718229241, 0.0062850129, -0.0356095867, -0.047609929, -0.1056599325, -0.0400661873, -0.4919239314, 0.715785555, -0.4468728776, -0.4469692168, -0.028072289, -0.0804509087, -0.1109043781, -0.0908437773, -0.0735382572, -0.1772543272, -0.1225134526, -0.413471122, -0.3969138529, 0.1330503721, 0.1603933286, 0.1491329567, 0.1422688889, 0.1146040356, 0.3781738727, 0.1465770572, 0.1234753301, 0.1653345608, 0.1706464529, 0.1345129963, 0.1464662185, 0.4392655408, 0.4301040612]"
C[N+]1(C[C@H]2CO[C@@](c3ccccc3)(C3CCCCC3)O2)CCCCC1,"[-0.1568889782, -0.3498916823, -0.2387687, -0.0502139973, -0.1161527393, -0.2053877444, 0.2192831566, -0.041523558, -0.1259625773, -0.0976702286, -0.1104497495, -0.0695095045, -0.1676436716, -0.1216118413, -0.2053122919, -0.2003850974, -0.1809367931, -0.126754422, -0.2301732672, -0.1862082695, -0.0673751261, -0.201484088, -0.174780532, -0.1381803134, -0.2531937605, 0.1431224927, 0.1533592948, 0.1485443544, 0.1750345089, 0.1841722961, 0.1761065043, 0.1132278352, 0.1398007386, 0.122293236, 0.1292338686, 0.1494833369, 0.1764465358, 0.1529938774, 0.1296319313, 0.1292931466, 0.1151388052, 0.1062382037, 0.1141617232, 0.1328055494, 0.122898256, 0.1139825236, 0.133374493, 0.1122638954, 0.1898260865, 0.1471229513, 0.1357448125, 0.1173055081, 0.1114915417, 0.1303982471, 0.1329548929, 0.1144001318, 0.1314268036, 0.1025335425, 0.110363852]"
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,"[-0.464305561, 0.3778939331, -0.5076580918, 0.0929070672, -0.092010033, -0.0910643553, -0.1164500621, -0.1161133054, -0.0868847336, -0.4288746563, -0.0691166192, -0.1958869936, -0.0829266925, -0.3817792907, -0.01895234, -0.0649881605, -0.3994499339, 0.0156223264, -0.0317598808, -0.1214875266, -0.0995356155, -0.1247401615, -0.1389122355, -0.1758551431, 0.0028872596, -0.1174221652, -0.0841754192, -0.1294719758, -0.1377839591, -0.2693574359, -0.1057890184, -0.1734884526, 0.4164740253, 0.1397266202, 0.1399295516, 0.1414858579, 0.1592945915, 0.1222612805, 0.1209648937, 0.1143497655, 0.1175034884, 0.1243324719, 0.1145722925, 0.259039356, 0.1951778847, 0.1324757844, 0.125808691, 0.1185612406, 0.121448041, 0.1237402276, 0.1342788959, 0.153742465, 0.1299899867, 0.1302620344, 0.1302705959, 0.1339434365, 0.15348867, 0.1709577746, 0.0908591953, 0.1217369881, 0.1027872903, 0.0974658346]"
C[C@@H]1CN2CC(=O)Nc3ccc(Cl)cc3[C@]2(c2ccccc2)O1,"[-0.2597764892, 0.0246234385, -0.0278575133, -0.3152801409, -0.061542848, 0.3112036535, -0.3352455082, -0.5008026702, -0.0968262247, -0.1668046136, -0.0408012308, -0.0027786876, -0.1118487357, -0.1663587285, -0.108232911, 0.1791097053, -0.0465380545, -0.1309755374, -0.1202786862, -0.1178802782, -0.1288535304, -0.1766509916, -0.1679895381, 0.1474580967, 0.1487659669, 0.1004289298, 0.1378710219, 0.1393962703, 0.1686095829, 0.1557656606, 0.1346187286, 0.367855351, 0.0926316193, 0.1544506973, 0.1596613573, 0.1112361231, 0.1202296744, 0.1414150785, 0.1553979024, 0.1325940595]"
CC[S@@](=O)CCSP(=O)(OC)OC,"[-0.2830681022, -0.1791587647, 0.3233151675, -0.5152441358, -0.1813172915, -0.1764438769, 0.0469651528, 0.5385228228, -0.4475465398, -0.2993711881, -0.1825352705, -0.3367482037, -0.1561316381, 0.1186319584, 0.1110387321, 0.1210136659, 0.1243699586, 0.1230898735, 0.1256613804, 0.1281568712, 0.1356940962, 0.1187044731, 0.1159723579, 0.1198874159, 0.1204446788, 0.1228348319, 0.1254175699, 0.1378440045]"
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,"[-0.3096365349, -0.0790354851, -0.4597241776, -0.0828308174, -0.3101266971, -0.0814583888, -0.0734137974, -0.3292114004, -0.0719176451, -0.0585993864, -0.2317682799, 0.3491166239, -0.3169750893, 0.0041426274, -0.1940052424, -0.3032968865, -0.1912739699, -0.3174503931, -0.0192737628, -0.149041577, -0.105280321, -0.1506445919, -0.209003967, -0.1460835828, 0.0909216942, 0.1134035635, 0.1251869763, 0.1245139459, 0.1029624725, 0.1240139338, 0.1028576817, 0.1132371083, 0.0901195221, 0.125368483, 0.1295720405, 0.1093012819, 0.11720518, 0.1182167229, 0.1190508123, 0.1195868668, 0.1361651157, 0.1359101454, 0.1176320877, 0.1150360377, 0.1059310734, 0.1036039767, 0.1030424189, 0.1180361839, 0.1135056982, 0.1027742773, 0.0988190439, 0.1055476791, 0.117515169, 0.118418055, 0.1278692624, 0.1333088933, 0.1581593391]"
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,"[-0.1571946325, -0.3528678748, 0.2517295228, -0.3351338509, -0.0712361655, -0.4354935328, -0.106531469, -0.1113694991, -0.5884248205, -0.0681703279, 0.3134766993, -0.3562497242, -0.356860795, -0.160043142, 0.1081747346, -0.3115479317, -0.311902656, -0.1843558687, -0.0212787343, -0.1284812519, -0.1172470494, -0.1275233968, -0.1552153659, -0.1579929062, 0.1061089827, -0.3067961779, -0.3063430397, -0.1908379032, -0.0209191798, -0.125939499, -0.1163144135, -0.1306828907, -0.172601993, -0.1918662051, 0.131014016, 0.125496999, 0.1221943721, 0.140099005, 0.1126160361, 0.1423751221, 0.0890856224, 0.232918436, 0.171516787, 0.374358241, 0.1372813517, 0.117612385, 0.1285169591, 0.1219743014, 0.121851422, 0.1128555132, 0.099277152, 0.1072478806, 0.1124414022, 0.1074949606, 0.0988568929, 0.1186264962, 0.1184798298, 0.1229149, 0.1186002457, 0.142063473, 0.1476058668, 0.1511791459, 0.0995965675, 0.1081236766, 0.1124266181, 0.1002396023, 0.1139344766, 0.1059740351, 0.130996602, 0.134450343, 0.1282158382, 0.1156622098, 0.1406940043, 0.1420154514, 0.1390481182]"
NCCc1cc(O)c(O)cc1O,"[-0.8226008913, -0.1064425938, -0.196475388, -0.0252153956, -0.1096911235, 0.1396043823, -0.4931082569, 0.0954415371, -0.512083237, -0.1256659626, -0.0266563695, -0.4458014011, 0.3334897722, 0.3282287062, 0.1067451691, 0.1250955705, 0.1189551895, 0.1087832857, 0.1379781209, 0.3384184767, 0.4241408889, 0.1608680131, 0.4459915071]"
O=C1Nc2ccccc2C1=Cc1ccc[nH]1,"[-0.396923684, 0.2958850596, -0.5132053949, 0.0358098232, -0.0878276091, -0.1358076503, -0.0956903852, -0.0737636539, -0.1557017846, -0.0710258973, -0.1040178893, 0.1629569658, -0.170505975, -0.0744032559, -0.0113014464, -0.6105988754, 0.4008048999, 0.1354176505, 0.1315128287, 0.1602863358, 0.1693877992, 0.1387541476, 0.1223568256, 0.1655998287, 0.1888626375, 0.3931386994]"
NC(=O)CN1C[C@H](O)CC1=O,"[-0.7339371553, 0.2357055487, -0.0803186566, -0.0679950068, -0.3638767395, -0.0752680412, 0.0149916455, -0.5338420537, -0.3770943316, 0.0347142433, -0.0269169977, 0.4054677262, 0.405528717, 0.1308663215, 0.1302707978, 0.1201889362, 0.1225748482, 0.1363172222, 0.3929245918, 0.0495959463, 0.0801024377]"
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,"[-0.281894161, -0.0318248942, -0.2522666264, 0.0300580248, -0.0422858085, 0.3117270014, -0.2824657968, -0.1754556606, 0.1565743223, -0.3745535326, 0.0078014364, -0.0890521273, 0.1460407197, 0.1056432265, -0.2053185694, -0.1940671212, -0.2229023274, -0.0038144121, -0.3884164059, 0.1209847457, 0.1200533748, 0.1202787173, 0.1511588299, 0.1513115223, 0.165805227, 0.4315057521, 0.131736096, 0.1298888431, 0.1171070475, 0.1466425566]"
C[N+](C)(C)CC#CCN1CCCC1=O,"[-0.1347131071, -0.3134919183, -0.1690369096, -0.137226347, -0.0163034131, -0.0892798199, -0.0093840206, -0.0210667491, -0.3681942557, -0.0647692083, -0.1773157539, -0.1335316791, 0.1524659963, -0.3406631345, 0.1600323718, 0.1533687986, 0.1576043245, 0.1467362545, 0.1482191076, 0.1661326776, 0.1567160563, 0.1553006407, 0.1525233182, 0.1703732317, 0.1656826966, 0.1556207949, 0.15071433, 0.1321559032, 0.130494389, 0.1339670665, 0.1318943036, 0.1132039541, 0.1417701008]"
O=C1CCCN1CC#CCN1CCCC1,"[-0.4047458017, 0.2546504837, -0.1635349609, -0.1660435129, -0.0983198851, -0.4552076256, -0.0520409168, -0.0684183016, -0.105737555, -0.0451472774, -0.4061078163, -0.0756766142, -0.171000425, -0.1873913628, -0.0906159933, 0.1286717036, 0.1300492762, 0.1370344605, 0.1327952118, 0.1104932969, 0.1350340287, 0.1361468048, 0.1368500212, 0.139018566, 0.1210364936, 0.126325318, 0.1127614069, 0.1187626169, 0.1453230461, 0.0912105146, 0.1196785105, 0.1042323722, 0.1099139164]"
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,"[-0.2528725374, -0.1238461921, -0.0646697945, -0.272498468, 0.098582714, -0.0904428233, -0.0747860826, -0.1278470894, -0.1410348612, -0.0970894126, -0.2337193561, -0.0705639401, 0.0121878758, -0.5471504809, -0.0975833014, -0.6278341977, -0.001501072, -0.2952789334, -0.2946357685, 0.1222257402, 0.1172869024, 0.1327512886, 0.1315445817, 0.1272083502, 0.1430111047, 0.1305857218, 0.1323089454, 0.1513957835, 0.1295038217, 0.1315165974, 0.1465074786, 0.3865129617, 0.1315525721, 0.106097958, 0.3407147297, 0.103708832, 0.1098627399, 0.1059545211, 0.1054030236, 0.1088633593, 0.1050102967, 0.1030564111]"
COc1ccc(C(=O)c2ccccc2)c(O)c1,"[-0.1449273362, -0.2878124153, 0.1076614226, -0.1039355766, -0.0211573859, -0.0475597716, 0.1770537516, -0.3750589824, 0.0452852996, -0.0918586961, -0.0970466793, -0.1013568051, -0.0931224148, -0.508434421, -0.0279968426, -0.4264760516, -0.2718885852, 0.1374993178, 0.1175523861, 0.1175518029, 0.2732638142, 0.1579389244, 0.1417916078, 0.1379295137, 0.1511709847, 0.1656930806, 0.2742564271, 0.4533441408, 0.1406394899]"
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,"[-0.2948950787, -0.2027755038, -0.1992188765, -0.0680946791, -0.2696894039, 0.0671949108, -0.1913057423, -0.0493034934, 0.2472041809, -0.3790918767, -0.0529832718, -0.0438985789, -0.0845050959, -0.4620789972, -0.0814730585, -0.2913412097, -0.0824252967, -0.2916239666, -0.1772617161, -0.2443958894, 0.1289764167, -0.8857865754, 0.1026088372, 0.1057398113, 0.105667188, 0.1040542809, 0.1039564912, 0.1174683359, 0.1175500937, 0.1383109254, 0.1385666414, 0.1234395835, 0.1510812872, 0.1609402381, 0.1690972383, 0.1519587554, 0.1330647318, 0.1062939275, 0.1252731733, 0.109930879, 0.1316758495, 0.1241300177, 0.1038385118, 0.1129951669, 0.1095411358, 0.1107527452, 0.1116552562, 0.1204751161, 0.3565578873, 0.3621486965]"
COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(O)[C@@H](C2)N(C)CC[C@]314,"[-0.234851425, -0.2750442166, 0.007025207, -0.145351337, -0.0498876492, -0.0478313267, -0.1185442863, -0.0077771973, -0.1232129279, -0.0124699757, 0.1821297075, -0.249171344, -0.1667491818, -0.2111885612, 0.1058558304, -0.5302969717, 0.0022288098, -0.1373886261, -0.3233478197, -0.1321261235, -0.2052781073, -0.1773905971, -0.012607954, 0.1108043835, 0.1104258109, 0.109884391, 0.1198817116, 0.1448684501, 0.1420223157, 0.1390462065, 0.1329358999, 0.116181481, 0.1169765653, 0.3513365935, 0.1650371837, 0.112805523, 0.1068599107, 0.1685521598, 0.1294312707, 0.1515640292, 0.0947246261, 0.1184232713, 0.1106251474, 0.1108891424]"
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,"[-0.2886265973, -0.0655096291, -0.1740522427, -0.0155179046, 0.0108028235, -0.3077023704, -0.3019161957, -0.2321209037, 0.0513725156, -0.5309636928, -0.1552675576, -0.3106318374, -0.1089177457, -0.1483544076, 0.2547016428, -0.5009969808, -0.0670431534, -0.1267581823, -0.8237821861, 0.1175429265, 0.1089014182, 0.1086842185, 0.1239765728, 0.1045495026, 0.0940539543, 0.098843302, 0.1074218066, 0.1009627259, 0.095023321, 0.3421162328, 0.3429151843, 0.2392517008, 0.4061407713, 0.0909890067, 0.1060204306, 0.1127914631, 0.1466608295, 0.1461852363, 0.1299521962, 0.1211910154, 0.0997043651, 0.1252252454, 0.3721811794]"
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,"[-0.1617448512, -0.2911320798, 0.1117581596, -0.1508253968, 0.1141668726, -0.5113365421, 0.0863001071, -0.245583025, -0.1836803916, -0.206452757, -0.0865341791, -0.430143681, -0.0801835186, -0.0570649098, -0.2767042173, 0.080561074, -0.1598195942, -0.1228518116, -0.1233531659, -0.1421054274, -0.2193540043, -0.1165970536, -0.1317495225, -0.0820656936, -0.1524550467, 0.0798504367, -0.2739679269, -0.1475297874, 0.1221917328, 0.1190244927, 0.1190402389, 0.1360978973, 0.4111430632, 0.126652414, 0.1262283859, 0.131881292, 0.1120367219, 0.1061479802, 0.1188381949, 0.1052710375, 0.1554976559, 0.1463936241, 0.1228651276, 0.1416519146, 0.1450380945, 0.1125985627, 0.1386748559, 0.1515313322, 0.1189335025, 0.1070286591, 0.1195902176, 0.090681922, 0.0945503142, 0.1265164545, 0.1364741184, 0.1188249847, 0.1191931416]"
CCCC[C@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,"[-0.2963231964, -0.2047570263, -0.1947267317, -0.19632088, -0.2409382106, 0.0860143063, -0.7552476705, -0.1561353374, 0.0874978696, -0.1281143558, -0.0987130922, -0.1300749811, -0.1647863342, -0.1702969087, -0.2007699737, 0.0489918171, 0.0266594894, -0.0770719538, 0.0656575759, -0.5417198828, -0.2178151382, -0.2553759011, 0.2561267536, -0.3903202141, 0.1041081632, 0.1051790493, 0.1046682315, 0.1064032352, 0.1056176077, 0.113676596, 0.1169707436, 0.1308444786, 0.1567388395, 0.1968376389, 0.1287593116, 0.1325012721, 0.1344231194, 0.1470042134, 0.4597057277, 0.767594441, 0.1582886745, 0.4163843298, 0.1404118428, 0.1224424613]"
CN1CCCN=C1COC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,"[-0.1563037775, -0.3203847631, -0.0522636339, -0.1663328455, -0.1067057635, -0.2629517701, -0.0428818027, -0.0729284216, -0.2487214371, 0.3194572759, -0.3588600163, 0.1123499419, -0.4926761693, -0.0426147719, -0.1283645011, -0.118626127, -0.1204729222, -0.1471005095, -0.1821999138, -0.094837004, -0.2083616743, -0.2025606393, -0.1827329687, -0.2043398164, -0.1889266191, 0.1300379481, 0.1311286523, 0.1305474264, 0.1309785759, 0.1307349132, 0.1237416789, 0.1238548119, 0.1146445329, 0.1129944189, 0.136132612, 0.1380092437, 0.4096823326, 0.1230596313, 0.1165429775, 0.1476034094, 0.1495161238, 0.1341955202, 0.1262142166, 0.1081234565, 0.1131205975, 0.0979117326, 0.1042694024, 0.1272073597, 0.1151906364, 0.0862381446, 0.1032579273, 0.0973413065, 0.1080610611]"
CC[N+](CC)(CC)CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,"[-0.296616019, -0.0509076616, -0.3135875036, -0.0615203651, -0.2822719732, -0.0500368562, -0.2958784465, -0.0534129708, -0.0633861884, -0.2484571298, 0.3249011564, -0.3684992973, 0.1082006656, -0.4969101576, -0.048293603, -0.1266924253, -0.1206888032, -0.117590527, -0.1058483921, -0.1801936619, -0.1173404739, -0.2362824235, -0.2105326564, -0.1897466348, -0.1881401411, -0.2418758778, 0.1306129376, 0.1299329395, 0.1362722553, 0.1563859354, 0.1578757893, 0.1577697749, 0.1532843939, 0.1280705607, 0.1441073922, 0.1266547462, 0.1605603995, 0.1584689523, 0.1300623174, 0.1313896579, 0.1352497717, 0.1595923127, 0.1613211904, 0.1406208039, 0.1390528876, 0.420211726, 0.1307336542, 0.1196112212, 0.1528826649, 0.1647075943, 0.1381970016, 0.1229038601, 0.1031252392, 0.1028051881, 0.0956292228, 0.1083898273, 0.1294076062, 0.1022686996, 0.098655854, 0.1119617385, 0.0943540393, 0.0984782113]"
Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,"[-0.8145549431, 0.0512002732, -0.3587339108, 0.0346421076, -0.0927911823, 0.002523755, -0.5267047701, 0.006673156, -0.0546510898, -0.276376364, -0.5394049141, 0.2980688771, -0.3666185562, 0.0181346885, -0.0585566151, -0.0529833332, -0.2958044458, -0.4059413409, 0.344283669, 0.3827800845, 0.2539023286, 0.1588599905, 0.1401865432, 0.4061464061, 0.1763754686, 0.1706264822, 0.1579663786, 0.4763632581, 0.3992203967, 0.1526793869, 0.1180295603, 0.0944586549]"
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)c1ccc(N)cc1)C(=O)N[C@@H](C)C(=O)NO,"[-0.3363869948, -0.1253410069, -0.2937092724, -0.1994180767, 0.0278960494, -0.6005402893, 0.1393089058, -0.6082449038, -0.0832016017, -0.4028424492, -0.0424794811, -0.0557548142, -0.3560810365, 0.2908348313, -0.4124769428, -0.0503033478, -0.5499079096, 0.2972821667, -0.4092712488, -0.0358730737, -0.1018148569, -0.1223727518, 0.1092953954, -0.7700336434, -0.1680431172, -0.163070347, 0.3106098024, -0.3927288076, -0.5398810539, 0.0384063632, -0.2945275816, 0.2947965521, -0.4153026169, -0.4159065632, -0.3808372891, 0.0903694319, 0.1172353186, 0.1638671441, 0.0981036086, 0.1057568819, 0.1073167998, 0.1028675694, 0.1191568942, 0.1133621513, 0.1403371894, 0.4100829959, 0.1587190344, 0.0497714948, 0.0788265021, 0.4944631364, 0.4813892117, 0.135593523, 0.1380620124, 0.1416183791, 0.1409080181, 0.3772883841, 0.1351369827, 0.1263906536, 0.3813681297, 0.3829645197, 0.1497964935, 0.1356796679, 0.3877949128, 0.1442628899, 0.1132276601, 0.1213116091, 0.1049375715, 0.4268580281, 0.4430962119]"
Nc1ccc(C(=O)O)c(O)c1,"[-0.7503342571, 0.1154137156, -0.1667617227, -0.0775360634, -0.0798821988, 0.3090296066, -0.3550633941, -0.5167677259, 0.0254435088, -0.4202732689, -0.1443548122, 0.3940475462, 0.3933514173, 0.1543256881, 0.1363073234, 0.377407305, 0.4559867626, 0.1496605695]"
O=C1C=CC(=O)C=C1,"[-0.314620699, 0.1693109087, -0.084104016, -0.1147796496, 0.1690245068, -0.3393249116, -0.0349190229, -0.0747247765, 0.1569610805, 0.1260556217, 0.1766462291, 0.1644747288]"
CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1,"[-0.2982906108, -0.2001561372, -0.1973850994, -0.0753673749, -0.5758742863, 0.0915686537, -0.1330103799, -0.1201050176, -0.0223093238, 0.3173216974, -0.3920399659, -0.2504867717, -0.0741995777, -0.0786241293, -0.4555550528, -0.0824001592, -0.3040510546, -0.0837316854, -0.2954765696, -0.1144174421, -0.1972039124, 0.1022142996, 0.1023354815, 0.1024053436, 0.1075925588, 0.1076494381, 0.1103039325, 0.1102407501, 0.115845128, 0.1158830423, 0.3810742333, 0.1352490084, 0.1200236844, 0.1422050766, 0.1381825671, 0.1293618769, 0.1074753607, 0.1288922294, 0.1030526696, 0.118842239, 0.0983148242, 0.1293978531, 0.1215342675, 0.101287953, 0.1099430873, 0.1054488134, 0.1082408126, 0.1592224583, 0.1295752101]"
N[C@@H](Cc1ccc(Cl)cc1)C(=O)O,"[-0.7834104354, 0.0099909191, -0.1832208843, -0.0124123426, -0.1216573182, -0.1060417446, 0.0094651702, -0.0789352947, -0.1372115297, -0.1550263202, 0.3177300645, -0.3554850119, -0.4807571533, 0.3281961663, 0.3532099665, 0.1407877161, 0.1176948922, 0.1300762128, 0.1206529364, 0.1348700912, 0.1630919355, 0.1515402578, 0.4368517063]"
NCCc1ccc(F)cc1,"[-0.8061463, -0.0924362126, -0.1767051751, -0.0170449921, -0.1199310573, -0.1205749302, 0.1150540886, -0.1421178357, -0.1848356569, -0.1532547364, 0.3403516281, 0.3378287833, 0.1010998304, 0.1212246652, 0.1270917835, 0.1219173654, 0.1298553278, 0.1308674194, 0.1493352194, 0.1384207851]"
